Feature,Duration,SHAP_value,Normalized_Importance,Sum_Normalized_Importance,Type
Out Board Sensor Temperature,110,0.05422916,0.054229163091062293,1.0,IBS_N
In Board Sensor Temperature,110,0.045945637,0.045945639618901454,1.0,IBS_N
Out Board Sensor minus In Board Sensor Temp.,110,0.0989255,0.09892550563875381,1.0,IBS_N
Heater Dutycycle,110,0.08055631,0.08055631459170993,1.0,IBS_N
Search Coil Magnetometer's Temperature,110,0.03538278,0.035382782016818576,1.0,IBS_N
Solar Array's Angle,110,0.008142486,0.008142486464121728,1.0,IBS_N
High Gain Antenna Azimuth,110,0.29128256,0.29128257660310686,1.0,IBS_N
High Gain Antenna elevation,110,0.14104317,0.14104317803946115,1.0,IBS_N
Radial Distance from Sun,120,0.068879366,0.06887936634439683,1.0,IBS_N
Electronic Box Temperature,120,0.1829384,0.182938400914692,1.0,IBS_N
Out Board Sensor Temperature,120,0.033563327,0.03356332716781663,1.0,IBS_N
In Board Sensor Temperature,120,0.065008946,0.06500894632504473,1.0,IBS_N
Out Board Sensor minus In Board Sensor Temp.,120,0.113633774,0.11363377456816888,1.0,IBS_N
Heater Dutycycle,120,0.08440624,0.0844062404220312,1.0,IBS_N
Search Coil Magnetometer's Temperature,120,0.032746274,0.03274627416373137,1.0,IBS_N
Solar Array's Angle,120,0.013230298,0.01323029806615149,1.0,IBS_N
High Gain Antenna Azimuth,120,0.28162616,0.2816261614081308,1.0,IBS_N
High Gain Antenna elevation,120,0.12396721,0.12396721061983604,1.0,IBS_N
Radial Distance from Sun,130,0.06937156,0.06937156339920661,1.0,IBS_N
Electronic Box Temperature,130,0.23387012,0.23387013145963645,1.0,IBS_N
Out Board Sensor Temperature,130,0.039574523,0.03957452493915172,1.0,IBS_N
In Board Sensor Temperature,130,0.06366857,0.06366857311976008,1.0,IBS_N
Out Board Sensor minus In Board Sensor Temp.,130,0.10614251,0.10614251520098325,1.0,IBS_N
Heater Dutycycle,130,0.07244851,0.07244851354997717,1.0,IBS_N
Search Coil Magnetometer's Temperature,130,0.029854288,0.029854289462860183,1.0,IBS_N
Solar Array's Angle,130,0.0218451,0.021845101070409954,1.0,IBS_N
High Gain Antenna Azimuth,130,0.3007345,0.3007345147359913,1.0,IBS_N
High Gain Antenna elevation,130,0.06249027,0.062490273062023385,1.0,IBS_N
Radial Distance from Sun,140,0.07651276,0.07651275992348724,1.0000000000000002,IBS_N
Electronic Box Temperature,140,0.21599482,0.21599481978400523,1.0000000000000002,IBS_N
Out Board Sensor Temperature,140,0.029933937,0.029933936970066067,1.0000000000000002,IBS_N
In Board Sensor Temperature,140,0.061076395,0.06107639493892361,1.0000000000000002,IBS_N
Out Board Sensor minus In Board Sensor Temp.,140,0.10801111,0.1080111098919889,1.0000000000000002,IBS_N
Heater Dutycycle,140,0.096756384,0.09675638390324363,1.0000000000000002,IBS_N
Search Coil Magnetometer's Temperature,140,0.03089256,0.030892559969107444,1.0000000000000002,IBS_N
Solar Array's Angle,140,0.024097875,0.024097874975902128,1.0000000000000002,IBS_N
High Gain Antenna Azimuth,140,0.29467213,0.2946721297053279,1.0000000000000002,IBS_N
High Gain Antenna elevation,140,0.06205203,0.06205202993794798,1.0000000000000002,IBS_N
Radial Distance from Sun,150,0.09218988,0.09218987769525305,0.9999999999999999,IBS_N
Electronic Box Temperature,150,0.19631346,0.1963134550921636,0.9999999999999999,IBS_N
Out Board Sensor Temperature,150,0.029970001,0.02997000025074999,0.9999999999999999,IBS_N
In Board Sensor Temperature,150,0.048837405,0.048837403779064904,0.9999999999999999,IBS_N
Out Board Sensor minus In Board Sensor Temp.,150,0.12710364,0.12710363682240905,0.9999999999999999,IBS_N
Heater Dutycycle,150,0.11644207,0.1164420670889483,0.9999999999999999,IBS_N
Search Coil Magnetometer's Temperature,150,0.0303072,0.030307199242320015,0.9999999999999999,IBS_N
Solar Array's Angle,150,0.023045989,0.023045988423850288,0.9999999999999999,IBS_N
High Gain Antenna Azimuth,150,0.27254632,0.27254631318634215,0.9999999999999999,IBS_N
High Gain Antenna elevation,150,0.06324406,0.06324405841889855,0.9999999999999999,IBS_N
Radial Distance from Sun,160,0.103614345,0.10361435380722007,1.0,IBS_N
Electronic Box Temperature,160,0.21112245,0.2111224679454098,1.0,IBS_N
Out Board Sensor Temperature,160,0.020752475,0.020752476763960526,1.0,IBS_N
In Board Sensor Temperature,160,0.11722639,0.117226399964244,1.0,IBS_N
Out Board Sensor minus In Board Sensor Temp.,160,0.107995465,0.1079954741796153,1.0,IBS_N
Heater Dutycycle,160,0.056489803,0.056489807801633665,1.0,IBS_N
Search Coil Magnetometer's Temperature,160,0.029240023,0.02924002548540217,1.0,IBS_N
Solar Array's Angle,160,0.018716764,0.018716765590925076,1.0,IBS_N
High Gain Antenna Azimuth,160,0.27178845,0.27178847310202026,1.0,IBS_N
High Gain Antenna elevation,160,0.06305375,0.06305375535956921,1.0,IBS_N
Radial Distance from Sun,170,0.31500214,0.31500214913506236,1.0,IBS_N
Electronic Box Temperature,170,0.10209781,0.10209781296083657,1.0,IBS_N
Out Board Sensor Temperature,170,0.028402997,0.028402997823686937,1.0,IBS_N
In Board Sensor Temperature,170,0.07405953,0.07405953214772644,1.0,IBS_N
Out Board Sensor minus In Board Sensor Temp.,170,0.158956,0.15895600460972414,1.0,IBS_N
Heater Dutycycle,170,0.05088325,0.050883251475614295,1.0,IBS_N
Search Coil Magnetometer's Temperature,170,0.028580308,0.028580308828828956,1.0,IBS_N
Solar Array's Angle,170,0.057585776,0.057585777669987556,1.0,IBS_N
High Gain Antenna Azimuth,170,0.12327042,0.1232704235748423,1.0,IBS_N
